xxx_3278759623	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
11506	0	11506	1	{{2,11505}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,4001407,400130105,400130405,5001405,5001406}	1	0			0	0	51558	12	800	21506		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803113	Task15/Task15_06.Task15_06		600			1			
11507	0	11507	1	{{2,51559}}	{0,12}	{{9},{2,1},{1,600}}	{400121102,4001213,4001212,4001216,4001215,5001214}	1	0			0	0	51560	12	800	21507	{{21577,202505011000}}	{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803113	Task15/Task15_07.Task15_07		600			1			
11508	1	11508	1	{{2,51560}}	{0,12}	{{9},{2,1},{1,600}}	{6001402}	1	0			0	0	51561	12	800	21508	{{21588,202505011000}}	{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}	1804167	1803114	Task15/Task15_08.Task15_08		600			1			{{8000136,50}}
11511	0	11511	1	{{2,51571}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400130405,400130105,4001407,500130705,500131105,4001410}	1	0			0	0	51572	12	800	21511		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803116	Task15/Task15_21.Task15_21		600			1			
11512	0	11512	1	{{2,51574}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400130405,400130105,4001410,4001407}	1	0			0	0	11513	12	800	21512		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803117	Task15/Task15_22.Task15_22		600			1			
11513	0	11513	1	{{2,11512}}	{0,12}	{{9},{2,1},{1,600}}	{400131005}	1	0			0	0	11514	12	800	21513		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803118	Task15/Task15_23.Task15_23		600			1			
11514	0	11514	1	{{2,11513}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400130405,5001406}	1	0			0	0	51575	12	800	21514		{}	{1026}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803119	Task15/Task15_24.Task15_24		600			1			
11515	0	11515	1	{{2,51576}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400130405,400130105,4001410}	1	0			0	0	11516	12	800	21515		{}	{1027}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803120	Task15/Task15_25.Task15_25		600			1			
11516	0	11516	1	{{2,11515}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400130405,4001407,400130105,4001410,4001409,5001406}	1	0			0	0	11517	12	800	21516		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803121	Task15/Task15_26.Task15_26		600			1			
11517	0	11517	1	{{2,11516}}	{0,12}	{{9},{2,1},{1,600}}	{4001409,400130105,400130405,400131005,4001407,5001408}	1	0			0	0	51577	12	800	21517		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803122	Task15/Task15_27.Task15_27		600			1			
11518	1	11518	1	{{2,51577}}	{0,12}	{{9},{2,1},{1,600}}	{6001403}	1	0			0	0	51578	12	800	21518		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}	1804197	1803123	Task15/Task15_28.Task15_28		600			1			{{8000136,50},{8000137,40}}
11531	0	11531	1	{{2,51582}}	{0,12}	{{9},{2,1},{1,600}}	{400130405,400130105,400140701,4001212,4001409,5001204}	1	0			0	0	11532	12	800	21531		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803124	Task15/Task15_31.Task15_31		600			1			
11532	0	11532	1	{{2,11531}}	{0,12}	{{9},{2,1},{1,600}}	{400140701,4001216,4001215,5001214,4001213,4001211,5001408}	1	0			0	0	51583	12	800	21532		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803124	Task15/Task15_32.Task15_32		600			1			
11533	0	11533	1	{{2,51583}}	{0,12}	{{9},{2,1},{1,600}}	{400130405,400131005,400130105,4001212,4001211,4001215,4001213,5001405,4001410}	1	0			0	0	51584	12	800	21533		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803125	Task15/Task15_33.Task15_33		600			1			
11534	0	11534	1	{{2,51584}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400130405,4001407,5001214,4001215,4001212,400131005,4001213,4001410}	1	0			0	0	51585	12	800	21534		{}	{1026}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803125	Task15/Task15_34.Task15_34		600			1			
11535	0	11535	1	{{2,51586}}	{0,12}	{{9},{2,1},{1,600}}	{4001006,4001007,4001017,4001005,4001003,400901303,4001016,5002010,4001409,4002002,5001001,4001002}	1	0			0	0	11536	12	800	21535		{}	{1027}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803125	Task15/Task15_35.Task15_35		600			1			
11536	0	11536	1	{{2,11535}}	{0,12}	{{9},{2,1},{1,600}}	{400160202,4001002,4001003,4001004,4001017,5002010}	1	0			0	0	51587	12	800	21536		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803126	Task15/Task15_36.Task15_36		600			1			
11537	0	11537	1	{{2,51587}}	{0,12}	{{9},{2,1},{1,600}}	{4001108,4001102,4001103,4001112,4001116,4001106,5002110,5003110}	1	0			0	0	51588	12	800	21537		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803126	Task15/Task15_37.Task15_37		600			1			
11538	0	11538	1	{{2,51588}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400130405,400131005,4001407,4001215,4001213,4001216,4001410,5001408,4001212}	1	0			0	0	51589	12	800	21538		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803125	Task15/Task15_38.Task15_38		600			1			
11539	1	11539	1	{{2,51589}}	{0,12}	{{9},{2,1},{1,600}}	{6001404}	1	0			0	0	51590	12	800	21539		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}	1804216	1803127	Task15/Task15_39.Task15_39		600			1			{{8000136,50},{8000137,20}}
11541	0	11541	1	{{2,51544}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400130405,4001409,4001410,400131005,5001408}	1	0			0	0	11542	12	800	21541		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803134	Task15/Task15_41.Task15_41		600			1			
11542	0	11542	1	{{2,11541}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400130105,4001409,500130705}	1	0			0	0	11543	12	800	21542		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803134	Task15/Task15_42.Task15_42		600			1			
11543	0	11543	1	{{2,11542}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400141001,5001405,500130705,400130105}	1	0			0	0	51545	12	800	21543		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803134	Task15/Task15_43.Task15_43		600			1			
11544	0	11544	1	{{2,51545}}	{0,12}	{{9},{2,1},{1,600}}	{4001404,400130105,400130405,400131005,5001406}	1	0			0	0	51546	12	800	21544		{}	{1026}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803135	Task15/Task15_44.Task15_44		600			1			
11545	0	11545	1	{{2,51546}}	{0,12}	{{9},{2,1},{1,600}}	{4001409,400131005,400130105,400130405,400141001}	1	0			0	0	11546	12	800	21545		{}	{1027}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803136	Task15/Task15_45.Task15_45		600			1			
11546	0	11546	1	{{2,11545}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400130405,400131005,5001408,400141001,4001407,5001405,4001409}	1	0			0	0	11547	12	800	21546		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803135	Task15/Task15_46.Task15_46		600			1			
11547	0	11547	1	{{2,11546}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400141201,4001409,400130405,5001406,400131005,4001407,5001405}	1	0			0	0	51547	12	800	21547		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803136	Task15/Task15_47.Task15_47		600			1			
11548	1	11548	1	{{2,51548}}	{0,12}	{{9},{2,1},{1,600}}	{6001405}	1	0			0	0	51549	12	800	21548		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}	1804222	1803137	Task15/Task15_48.Task15_48		600			1			{{8000136,50},{8000137,50}}
11701	0	11701	1	{{2,51752}}	{0,12}	{{9},{2,1},{1,600}}	{400130102,400130402,4001404}	1	0			0	0	51753	12	800	11701		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803142	Task16/Task16_01.Task16_01		600			1			
11702	0	11702	1	{{2,51753}}	{0,12}	{{9},{2,1},{1,600}}	{400121105,400121205,400121303,400121106,400121107,500121403}	1	0			0	0	51754	12	800	11702		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803142	Task16/Task16_02.Task16_02		600			1			
11703	0	11703	1	{{2,51754}}	{0,12}	{{9},{2,1},{1,600}}	{400121303,400121106,400121105,400130103,400121107,400121205}	1	0			0	0	51755	12	800	11703		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803142	Task16/Task16_03.Task16_03		600			1			
11704	0	11704	1	{{2,51755}}	{0,12}	{{9},{2,1},{1,600}}	{400121105,400121205,400121106,400121303,500121403,500920303}	1	0			0	0	51756	12	800	11704		{}	{1026}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803142	Task16/Task16_04.Task16_04		600			1			
11705	0	11705	1	{{2,51757}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400130405,400131005,4001409}	1	0			0	0	51758	12	800	11705		{}	{1027}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803143	Task16/Task16_05.Task16_05		600			1			
11706	0	11706	1	{{2,51758}}	{0,12}	{{9},{2,1},{1,600}}	{400121106,400121204,400121105,400121303,500121403}	1	0			0	0	51759	12	800	11706		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803143	Task16/Task16_06.Task16_06		600			1			
11707	0	11707	1	{{2,51759}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400121204,400130105,400121106,400121303,400121105}	1	0			0	0	11708	12	800	11707		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803144	Task16/Task16_07.Task16_07		600			1			
11708	1	11708	1	{{2,11707}}	{0,12}	{{9},{2,1},{1,600}}	{600121001}	1	0			0	0	51760	12	800	11708		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}	1804232	1803145	Task16/Task16_08.Task16_08		600			1			
11709	1	11709	1	{{2,51760}}	{0,12}	{{9},{2,1},{1,600}}	{600121002}	1	0			0	0	51761	12	800	11709		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}	1804233	1803145	Task16/Task16_09.Task16_09		600			1			
11711	0	11711	1	{{2,51771}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001212,4001216,4001213,4001508,5001207,5001206,4001215}	1	0			0	0	11712	12	800	11711		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803146	Task16/Task16_11.Task16_11		600			1			
11712	0	11712	1	{{2,11711}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001216,4001508,4001215,400130104,5001509,4001213,5001206,4001212,5001205}	1	0			0	0	51772	12	800	11712		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803146	Task16/Task16_12.Task16_12		600			1			
11713	0	11713	1	{{2,51772}}	{0,12}	{{9},{2,1},{1,600}}	{400130104,4001211,4001215,4001213,4001216,4001212,4001508,5001511,5001509}	1	0			0	0	51773	12	800	11713		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803147	Task16/Task16_13.Task16_13		600			1			
11714	0	11714	1	{{2,51773}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001213,5001203,400130104,4001212,5001511,4001508}	1	0			0	0	51774	12	800	11714		{}	{1026}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803148	Task16/Task16_14.Task16_14		600			1			
11715	0	11715	1	{{2,51775}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001216,4001212,4001213,5001204,5001205}	1	0			0	0	51776	12	800	11715		{}	{1027}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803147	Task16/Task16_15.Task16_15		600			1			
11716	0	11716	1	{{2,51776}}	{0,12}	{{9},{2,1},{1,600}}	{4001508,4001215,4001211,4001213,5001509,4001212,5001511}	1	0			0	0	51777	12	800	11716		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803148	Task16/Task16_16.Task16_16		600			1			
11717	0	11717	1	{{2,51778}}	{0,12}	{{9},{2,1},{1,600}}	{400130104,400130404,4001215,4001212,4001508,4001211,5003208,4001216,4001213,5001214,5001204,5001509}	1	0			0	0	51779	12	800	11717		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803147	Task16/Task16_17.Task16_17		600			1			
11718	1	11718	1	{{2,51779}}	{0,12}	{{9},{2,1},{1,600}}	{6001507}	1	0			0	0	51780	12	800	11718		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}	1804242	1803149	Task16/Task16_18.Task16_18		600			1			
11721	0	11721	1	{{2,16201}}	{0,12}	{{9},{2,1},{1,600}}	{400121102,4001211,4001213,4001212,4001215,4001216,5001219,5001207}	1	0			0	0	11722	12	800	11721		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803156	Task16/Task16_21.Task16_21		600			1			
11722	0	11722	1	{{2,11721}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001212,4001216,400121102,4001215,400121203,4001213,400121302,5001218}	1	0			0	0	16202	12	800	11722		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803156	Task16/Task16_22.Task16_22		600			1			
11723	0	11723	1	{{2,16204}}	{0,12}	{{9},{2,1},{1,600}}	{4004412,4004404,4004414,4004413}	1	0			0	0	11724	12	800	11723		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803157	Task16/Task16_23.Task16_23		600			1			
11724	0	11724	1	{{2,11723}}	{0,12}	{{9},{2,1},{1,600}}	{4004412,4004414,4004413,4004404}	1	0			0	0	16205	12	800	11724		{}	{1026}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803157	Task16/Task16_24.Task16_24		600			1			
11725	0	11725	1	{{2,16207}}	{0,12}	{{9},{2,1},{1,900}}	{4001108,4001116,400110802,4001211,4001216,4001212,4001215,4001213,4001301,4001304,4002310}	1	0			0	0	16208	12	800	11725		{}	{1027}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803158	Task16/Task16_25.Task16_25		1200			1			
11726	0	11726	1	{{2,16208}}	{0,12}	{{9},{2,1},{1,600}}	{4004413,4004412,4004404,4004414,4001211,4001212,5001218}	1	0			0	0	11727	12	800	11726		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803156	Task16/Task16_26.Task16_26		600			1			
11727	0	11727	1	{{2,11726}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001212,5001206,5001218,4001213,5001219}	1	0			0	0	11728	12	800	11727		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803159	Task16/Task16_27.Task16_27		600			1			
11728	0	11728	1	{{2,11727}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001213,4001215,4001212,4301217,4301218,5001218,5001204,5001219,5001208}	1	0			0	0	16209	12	800	11728		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803159	Task16/Task16_28.Task16_28		600			1			
11729	1	11729	1	{{2,16209}}	{0,12}	{{9},{2,1},{1,600}}	{6001508}	1	0			0	0	16210	12	800	11729		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}	1804244	1803160	Task16/Task16_29.Task16_29		600			1			
11771	0	11771	1	{{2,51782}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400131005,400130405,4004404,4001211,4001212,4001213,4001215}	1	0			0	0	51783	12	800	11771		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803161	Task16/Task16_31.Task16_31		600			1		10080	
11772	0	11772	1	{{2,51784}}	{0,12}	{{9},{2,1},{1,600}}	{4001409,400131005,4001407,400130105,4001415,5001405,500130705}	1	0			0	0	11773	12	800	11772		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803162	Task16/Task16_32.Task16_32		600			1		10080	
11773	0	11773	1	{{2,11772}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001212,4001415,400131005,4004404,4001409,400130105,400140701,5001408,5001405,5001406}	1	0			0	0	51785	12	800	11773		{}	{1028}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803162	Task16/Task16_33.Task16_33		600			1		10080	
11774	0	11774	1	{{2,51785}}	{0,12}	{{9},{2,1},{1,600}}	{4001211,4001212,5001214,4001213}	1	0			0	0	51786	12	800	11774		{}	{1026}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803161	Task16/Task16_34.Task16_34		600			1		10080	
11775	0	11775	1	{{2,51786}}	{0,12}	{{9},{2,1},{1,600}}	{400131005,400130108,4001407,400121501,400130405}	1	0			0	0	11776	12	800	11775		{}	{1027}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}		1803163	Task16/Task16_35.Task16_35		600			1		10080	
11776	0	11776	1	{{2,11775}}	{0,12}	{{9},{2,1},{1,600}}	{4001416,400130105,400131005,400121501,400140701}	1	0			0	0	11777	12	800	11776		{}	{1028}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,3,1,3,2}}		1803163	Task16/Task16_36.Task16_36		600			1		10080	
11777	0	11777	1	{{2,11776}}	{0,12}	{{9},{2,1},{1,600}}	{400130105,400131005,400130405,4001211,4001212,4001213,5001214}	1	0			0	0	51787	12	800	11777		{}	{1026}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,1,1,3,2}}		1803161	Task16/Task16_37.Task16_37		600			1		10080	
11778	1	11778	1	{{2,51789}}	{0,12}	{{9},{2,1},{1,600}}	{6001406}	1	0			0	0	51790	12	800	11778		{}	{1027}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,2,1,3,2}}	1804264	1803164	Task16/Task16_38.Task16_38		600			1		10080	
1011	0	1011	1	{{2,50201}}	{0,0}		{4002002,4001002,400100403,4001007,400100304,400901304,400100601}	2	0		5	0	0	1012	0	0			{}	{2001}					{{4,5,7,5,1}}		1801000	HardMode/Hard01_01.Hard01_01	{4000014}	1200			1			
1012	0	1012	1	{{2,1011}}	{0,0}		{4001003,400100403,4001007,400901304,4001015,4001002,4002002,400100601}	2	0		5	0	0	1013	0	0			{}	{2002}					{{5,1,1,3,5}}		1801000	HardMode/Hard01_02.Hard01_02	{4000014}	1200			1			
1013	0	1013	1	{{2,1012}}	{0,0}		{400100403,4001002,400100304,4002007,400101607,400101504,400901304}	2	0		5	0	0	1014	0	0			{}	{2003}					{{5,2,1,3,5}}		1801000	HardMode/Hard01_03.Hard01_03	{4000014}	1200			1			
1014	0	1014	1	{{2,1013}}	{0,0}		{400100403,4001002,4001007,400100304,400101504,400100601,4009013,400301609}	2	0		5	0	0	0	0	0			{}	{2004}					{{5,21,1,4,3}}		1801000	HardMode/Hard01_04.Hard01_04	{4000014}	1200			1			
1021	0	1021	1	{{2,10212},{2,1014}}	{0,0}		{400110401,400111201,400111401,400110201,4003103,400111601,5001111,400110802}	2	0		5	0	0	1022	0	0			{}	{2005}					{{5,21,2,4,3}}		1801001	HardMode/Hard02_01.Hard02_01		1200			1			
1022	0	1022	1	{{2,1021}}	{0,0}		{400110201,400111201,400111401,4003103,400110802,400111601,400110401,5001111}	2	0		4	0	0	1023	0	0			{}	{2002}					{{5,1,1,3,5}}		1801001	HardMode/Hard02_02.Hard02_02		1200			1			
1023	0	1023	1	{{2,1022}}	{0,0}		{400111201,5001111,400110201,400110802,4002103,400110401,400111601,500110102,4001107}	2	0		4	0	0	1024	0	0			{}	{2003}					{{5,2,1,3,5}}		1801001	HardMode/Hard02_03.Hard02_03		1200			1			
1024	0	1024	1	{{2,1023}}	{0,0}		{400110401,400111201,400110201,400110802,500110101,400111601,4003103,4001107,400110601}	2	0		3	0	0	0	0	0			{}	{2006}					{{5,26,1,4,1}}		1801001	HardMode/Hard02_04.Hard02_04		1200			1			
1031	0	1031	1	{{2,10312},{2,1024}}	{0,0}		{400100403,4002002,400100601,400100304,400901304,4001002,4001015,4002016}	2	0		3	0	0	1032	0	0			{}	{2005}					{{5,21,2,4,3}}		1801002	HardMode/Hard03_01.Hard03_01		1200			1			
1032	0	1032	1	{{2,1031}}	{0,0}		{4002002,4001002,400100403,400100304,4001016,4001005,500201003,400901304}	2	0		2	0	0	1033	0	0			{}	{2007}					{{5,1,1,3,7}}		1801002	HardMode/Hard03_02.Hard03_02		1200			1			
1033	0	1033	1	{{2,1032}}	{0,0}		{400100403,400100304,400901304,4002002,4001005,400100601,4001016,500101002}	2	0		2	0	0	1034	0	0			{}	{2008}					{{5,2,1,3,7}}		1801002	HardMode/Hard03_03.Hard03_03		1200			1			
1034	0	1034	1	{{2,1033}}	{0,0}		{4002002,4001002,400100601,400100403,4001005,400100802,400100304,500201003}	2	0		1	0	0	0	0	0			{}	{2004}					{{5,21,1,4,3}}		1801002	HardMode/Hard03_04.Hard03_04		1200			1			
1041	0	1041	1	{{2,10412},{2,1034}}	{0,0}		{400121203,400121102,400121302,5001214,400901304,400100802,4002004,4001002,400101504,4007013,4001003,4002007,5001001,4002002}	2	0		1	0	0	1042	0	0			{}	{2006}					{{5,26,1,4,1}}		1801003	HardMode/Hard04_01.Hard04_01		1200			1			
1042	0	1042	1	{{2,1041}}	{0,0}		{4001002,400100304,4002013,400100403,4003007,400901304,4002002,4001005}	2	0		1	0	0	1043	0	0			{}	{2010}					{{4,3,1,1,30000}}		1801003	HardMode/Hard04_02.Hard04_02		1200			1			
1043	0	1043	1	{{2,1042}}	{0,0}		{400111201,400110701,400110201,400110802,400110601,4002103,4001115,5001110,400111601,4001104,5001208,400121102,400121203}	2	0		1	0	0	1044	0	0			{}	{2011}					{{5,3,1,3,7}}		1801003	HardMode/Hard04_03.Hard04_03		1200			1			
1044	0	1044	1	{{2,1043}}	{0,0}		{400100304,4001002,400100403,4001005,400100601,4003007,4003013,400100802,500201003,400110201,400110802,400111201,400110601,4003103,400111401,400110401,400111601,500111301}	2	0			0	0	0	0	0			{}	{2005}					{{5,21,2,4,3}}		1801003	HardMode/Hard04_04.Hard04_04		1200			1			
1051	0	1051	1	{{2,10512},{2,1044}}	{0,0}		{500110901,400111201,4001102,400110802,4001103,4001107,400110601}	2	0			0	0	1052	0	0			{}	{2009}					{{4,3,2,1,50}}		1801004	HardMode/Hard05_01.Hard05_01		1200			1			
